,Sample_1,Sample_2,bMNTD,mean_bMNTD,sd_bMNTD,bNTI,Group_1,Group_2,Site1,Site2,RCb,process
10747,RJG28D2,RBG36D2,0.008270079,0.006483384,0.000486975,3.668965198,RJ.G28.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG28D2,1,variable selection
10748,RJG28D3,RBG36D2,0.09522889,0.041237703,0.008580286,6.292469677,RJ.G28.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG28D3,1,variable selection
10749,RJG28D4,RBG36D2,0.008102069,0.006540791,0.000444246,3.514443751,RJ.G28.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG28D4,1,variable selection
10750,RJG28J1,RBG36D2,0.007056539,0.005787415,0.000344286,3.686253133,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG28J1,1,variable selection
10751,RJG28J2,RBG36D2,0.009804513,0.007662345,0.000497563,4.305320787,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG28J2,1,variable selection
10752,RJG28J3,RBG36D2,0.008581728,0.006668557,0.000529761,3.611381896,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG28J3,1,variable selection
10753,RJG28J4,RBG36D2,0.009847615,0.007680387,0.000496162,4.367986116,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG28J4,1,variable selection
10754,RJG36D1,RBG36D2,0.003831174,0.003061043,0.000274377,2.806832501,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36D1,1,variable selection
10755,RJG36D2,RBG36D2,0.003979917,0.003400348,0.000307145,1.886955987,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36D2,1,dispersal limitation
10756,RJG36D3,RBG36D2,0.003749704,0.00350742,0.000395365,0.612809525,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36D3,1,dispersal limitation
10757,RJG36D4,RBG36D2,0.003671443,0.002638762,0.000239344,4.314634098,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36D4,1,variable selection
10758,RJG36G1,RBG36D2,0.004565558,0.002863583,0.000262474,6.484352688,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36G1,1,variable selection
10759,RJG36G2,RBG36D2,0.004675621,0.003419679,0.000406914,3.08650386,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36G2,1,variable selection
10760,RJG36G3,RBG36D2,0.003324445,0.00271016,0.000249088,2.466135789,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36G3,1,variable selection
10761,RJG36G4,RBG36D2,0.003376911,0.00295312,0.000266503,1.590191228,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG36G4,1,dispersal limitation
10762,RJG5C1,RBG36D2,0.016961726,0.010471642,0.002000592,3.244081276,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5C1,1,variable selection
10763,RJG5C2,RBG36D2,0.009226811,0.006887445,0.000581848,4.020581375,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5C2,1,variable selection
10764,RJG5C3,RBG36D2,0.008056108,0.00788663,0.00066507,0.254827358,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5C3,0.9,undominated processes
10765,RJG5C4,RBG36D2,0.014899933,0.010148666,0.001241983,3.825550245,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5C4,1,variable selection
10766,RJG5D1,RBG36D2,0.006597585,0.006891618,0.000510278,-0.576222364,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5D1,1,dispersal limitation
10767,RJG5D2,RBG36D2,0.007293212,0.006670355,0.000526354,1.183342332,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5D2,1,dispersal limitation
10768,RJG5D3,RBG36D2,0.007326556,0.00686503,0.000480674,0.960164818,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5D3,1,dispersal limitation
10769,RJG5D4,RBG36D2,0.006774472,0.006689786,0.000529272,0.160003882,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D2,RJG5D4,1,dispersal limitation
10770,RJL15B1,RBG36D2,0.008865522,0.00801791,0.000688759,1.230636959,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15B1,1,dispersal limitation
10771,RJL15B2,RBG36D2,0.007880877,0.007869532,0.000800982,0.014163547,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15B2,1,dispersal limitation
10772,RJL15B3,RBG36D2,0.007699124,0.00757354,0.000941261,0.133421605,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15B3,1,dispersal limitation
10773,RJL15B4,RBG36D2,0.008160304,0.008082143,0.000681961,0.114612055,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15B4,1,dispersal limitation
10774,RJL15S1,RBG36D2,0.009124421,0.007837863,0.000894542,1.438231346,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15S1,1,dispersal limitation
10775,RJL15S2,RBG36D2,0.007817292,0.007600715,0.000814829,0.265794602,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15S2,1,dispersal limitation
10776,RJL15S3,RBG36D2,0.010231791,0.008586619,0.000864727,1.902534397,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15S3,1,dispersal limitation
10777,RJL15S4,RBG36D2,0.009613077,0.007798763,0.00086521,2.096963324,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL15S4,1,variable selection
10778,RJL25B1,RBG36D2,0.008399504,0.007858072,0.000642332,0.842915757,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25B1,1,dispersal limitation
10779,RJL25B2,RBG36D2,0.008082255,0.007256974,0.000602497,1.369768839,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25B2,1,dispersal limitation
10780,RJL25B3,RBG36D2,0.008593934,0.008614569,0.000900732,-0.022909718,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25B3,1,dispersal limitation
10781,RJL25B4,RBG36D2,0.006830265,0.006401482,0.000905096,0.473743144,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25B4,1,dispersal limitation
10782,RJL25S1,RBG36D2,0.023995782,0.020149744,0.006894469,0.557843925,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25S1,0.9,undominated processes
10783,RJL25S2,RBG36D2,0.009808941,0.007996101,0.0007103,2.552218067,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25S2,1,variable selection
10784,RJL25S3,RBG36D2,0.006695289,0.007117872,0.000736013,-0.574150338,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25S3,1,dispersal limitation
10785,RJL25S4,RBG36D2,0.010977956,0.027613248,0.025076467,-0.663382604,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL25S4,1,dispersal limitation
10786,RJL40B1,RBG36D2,0.01072618,0.007614326,0.000958851,3.245397333,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40B1,1,variable selection
10787,RJL40B2,RBG36D2,0.006610894,0.006237853,0.000846657,0.440603703,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40B2,1,dispersal limitation
10788,RJL40B3,RBG36D2,0.005819218,0.006117586,0.000573049,-0.520667663,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40B3,1,dispersal limitation
10789,RJL40B4,RBG36D2,0.007153452,0.006546341,0.000606949,1.000268844,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40B4,1,dispersal limitation
10790,RJL40S1,RBG36D2,0.008671554,0.008453072,0.001248795,0.174953907,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40S1,1,dispersal limitation
10791,RJL40S2,RBG36D2,0.007330725,0.007122592,0.000868941,0.239524852,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40S2,1,dispersal limitation
10792,RJL40S3,RBG36D2,0.010430133,0.008045636,0.00111756,2.133663537,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40S3,1,variable selection
10793,RJL40S4,RBG36D2,0.009357822,0.007720041,0.001104182,1.483252589,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D2,RJL40S4,1,dispersal limitation
10794,RL15B1,RBG36D2,0.025335913,0.015266313,0.002403484,4.189584388,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D2,RL15B1,-0.5,variable selection
10795,RL15B2,RBG36D2,0.029149463,0.016363653,0.002783794,4.592943365,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D2,RL15B2,-0.7,variable selection
10796,RL15B3,RBG36D2,0.043580799,0.026021254,0.003329674,5.273653449,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D2,RL15B3,1,variable selection
10797,RL15B4,RBG36D2,0.024628425,0.017673373,0.002823682,2.463114124,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D2,RL15B4,0.2,variable selection
10798,RL15S1,RBG36D2,0.045258255,0.02917768,0.002831814,5.678541514,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D2,RL15S1,0.5,variable selection
10799,RL15S2,RBG36D2,0.043223725,0.029178923,0.005041146,2.786033668,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D2,RL15S2,0.7,variable selection
10800,RL15S3,RBG36D2,0.079035787,0.030905706,0.003395036,14.17660471,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D2,RL15S3,0.2,variable selection
10801,RL15S4,RBG36D2,0.06618406,0.030612338,0.002633173,13.50907049,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D2,RL15S4,0.5,variable selection
10802,RL25B1,RBG36D2,0.047595596,0.017990628,0.003142401,9.421129916,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D2,RL25B1,-0.6,variable selection
10803,RL25B2,RBG36D2,0.058358503,0.041326077,0.004903223,3.473720724,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D2,RL25B2,0.8,variable selection
10804,RL25B3,RBG36D2,0.040499036,0.021424876,0.00462046,4.128195134,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D2,RL25B3,-0.4,variable selection
10805,RL25B4,RBG36D2,0.042337068,0.01900853,0.00257876,9.046418542,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D2,RL25B4,-0.1,variable selection
10806,RL25S1,RBG36D2,0.042347223,0.026037241,0.001973967,8.262539694,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D2,RL25S1,-0.3,variable selection
10807,RL25S2,RBG36D2,0.065937388,0.033931683,0.004598826,6.959538577,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D2,RL25S2,0.6,variable selection
10808,RL25S3,RBG36D2,0.036983699,0.026997391,0.005660121,1.764327735,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D2,RL25S3,-0.6,undominated processes
10809,RL25S4,RBG36D2,0.085013042,0.03530809,0.004646697,10.69683565,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D2,RL25S4,0.6,variable selection
10810,RL40B1,RBG36D2,0.043665169,0.024992069,0.002376679,7.856804216,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D2,RL40B1,0.7,variable selection
10811,RL40B2,RBG36D2,0.038315891,0.024016726,0.004025085,3.552512567,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D2,RL40B2,-1,variable selection
10812,RL40B3,RBG36D2,0.05651214,0.017909239,0.002881252,13.39796108,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D2,RL40B3,-0.1,variable selection
10813,RL40B4,RBG36D2,0.033792838,0.016427664,0.002025169,8.574677224,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D2,RL40B4,-0.6,variable selection
10814,RL40S1,RBG36D2,0.089456198,0.032848718,0.003626796,15.60812318,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D2,RL40S1,0.3,variable selection
10815,RL40S2,RBG36D2,0.051733795,0.02796703,0.003273542,7.260259384,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D2,RL40S2,-0.1,variable selection
10816,RL40S3,RBG36D2,0.059345203,0.030448716,0.003289176,8.785327748,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D2,RL40S3,0.4,variable selection
10817,RL40S4,RBG36D2,0.102901752,0.037452867,0.005457503,11.99246045,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D2,RL40S4,0.6,variable selection
10818,RBG36D4,RBG36D3,0.009452956,0.00749512,0.002361126,0.829195882,RB.G36.DGE.RB,RB.G36.DGE.RB,RBG36D3,RBG36D4,1,dispersal limitation
10819,RBG36G1,RBG36D3,0.019060528,0.008362917,0.001829843,5.846191741,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D3,RBG36G1,1,variable selection
10820,RBG36G2,RBG36D3,0.042970002,0.011250044,0.006698856,4.735130792,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D3,RBG36G2,1,variable selection
10821,RBG36G3,RBG36D3,0.047601218,0.012663174,0.008040399,4.345312147,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D3,RBG36G3,1,variable selection
10822,RBG36G4,RBG36D3,0.011103308,0.008220493,0.002671694,1.079021292,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D3,RBG36G4,1,dispersal limitation
10823,RBG5C1,RBG36D3,0.078777121,0.017324032,0.008655077,7.100235854,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5C1,0.9,variable selection
10824,RBG5C2,RBG36D3,0.025933043,0.013316292,0.002271211,5.555075533,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5C2,0.9,variable selection
10825,RBG5C3,RBG36D3,0.063442242,0.018178495,0.008306166,5.449415113,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5C3,0.9,variable selection
10826,RBG5C4,RBG36D3,0.031227518,0.013663733,0.003203998,5.481833321,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5C4,0.6,variable selection
10827,RBG5D1,RBG36D3,0.076459199,0.019406035,0.008509266,6.704827497,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5D1,0.8,variable selection
10828,RBG5D2,RBG36D3,0.033083578,0.014877081,0.003815557,4.771648114,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5D2,1,variable selection
10829,RBG5D3,RBG36D3,0.033254501,0.012799187,0.003927929,5.207659175,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5D3,1,variable selection
10830,RBG5D4,RBG36D3,0.061314464,0.01609914,0.008357171,5.410362648,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D3,RBG5D4,0.9,variable selection
10831,RBL15B1,RBG36D3,0.018847848,0.012058713,0.002898566,2.342239267,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15B1,1,variable selection
10832,RBL15B2,RBG36D3,0.027840448,0.012571162,0.002306277,6.620751712,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15B2,1,variable selection
10833,RBL15B3,RBG36D3,0.043524082,0.015288452,0.008304844,3.39989893,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15B3,1,variable selection
10834,RBL15B4,RBG36D3,0.021509239,0.011212814,0.002998505,3.433852509,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15B4,1,variable selection
10835,RBL15S1,RBG36D3,0.040032929,0.01415495,0.0034305,7.5435011,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15S1,0.9,variable selection
10836,RBL15S2,RBG36D3,0.017029263,0.010416757,0.001688619,3.915924676,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15S2,1,variable selection
10837,RBL15S3,RBG36D3,0.03231278,0.012873554,0.001994421,9.74680122,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15S3,0.8,variable selection
10838,RBL15S4,RBG36D3,0.023946508,0.010975393,0.001701639,7.622719115,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL15S4,1,variable selection
10839,RBL25B1,RBG36D3,0.044218697,0.01680641,0.008925623,3.071190082,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25B1,1,variable selection
10840,RBL25B2,RBG36D3,0.044901744,0.012873437,0.008160099,3.92498999,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25B2,1,variable selection
10841,RBL25B3,RBG36D3,0.016574082,0.010738051,0.003020969,1.931840656,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25B3,1,dispersal limitation
10842,RBL25B4,RBG36D3,0.044612412,0.014236892,0.008967508,3.387286536,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25B4,1,variable selection
10843,RBL25S1,RBG36D3,0.041013187,0.013935684,0.002904277,9.323318876,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25S1,1,variable selection
10844,RBL25S2,RBG36D3,0.033746796,0.01491982,0.003642639,5.168499321,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25S2,0.8,variable selection
10845,RBL25S3,RBG36D3,0.023159213,0.013221088,0.003210789,3.095228056,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25S3,1,variable selection
10846,RBL25S4,RBG36D3,0.081896024,0.02143543,0.008166969,7.403063967,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL25S4,0.9,variable selection
10847,RBL40B1,RBG36D3,0.028765968,0.011355069,0.002929072,5.944168638,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40B1,1,variable selection
10848,RBL40B2,RBG36D3,0.019974141,0.012497708,0.003289352,2.272919941,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40B2,1,variable selection
10849,RBL40B3,RBG36D3,0.05534388,0.01435931,0.007670627,5.343053569,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40B3,1,variable selection
10850,RBL40B4,RBG36D3,0.02090586,0.010913289,0.001639241,6.095851521,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40B4,1,variable selection
10851,RBL40S1,RBG36D3,0.066453073,0.019043636,0.009156285,5.177802742,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40S1,0.8,variable selection
10852,RBL40S2,RBG36D3,0.020559132,0.013156256,0.003200495,2.313040578,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40S2,0.9,variable selection
10853,RBL40S3,RBG36D3,0.008550291,0.006437306,0.000449375,4.702050424,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40S3,1,variable selection
10854,RBL40S4,RBG36D3,0.021141587,0.013578084,0.002803827,2.697563997,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D3,RBL40S4,0.7,variable selection
10855,RG0C1,RBG36D3,0.028777558,0.019184788,0.006954755,1.37931088,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D3,RG0C1,-0.7,undominated processes
10856,RG0C2,RBG36D3,0.024495622,0.020857272,0.008588468,0.423631971,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D3,RG0C2,-0.2,undominated processes
10857,RG0C3,RBG36D3,0.032729464,0.018148583,0.002483893,5.870173176,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D3,RG0C3,-1,variable selection
10858,RG0C4,RBG36D3,0.030169676,0.018816633,0.00371846,3.053157322,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D3,RG0C4,-0.9,variable selection
10859,RG15C1,RBG36D3,0.017421972,0.016448853,0.002332272,0.417240895,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D3,RG15C1,1,dispersal limitation
10860,RG15C2,RBG36D3,0.018018487,0.014412723,0.002070575,1.741431225,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D3,RG15C2,0.4,undominated processes
10861,RG15C3,RBG36D3,0.016501556,0.01215597,0.001718133,2.529248958,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D3,RG15C3,0.8,variable selection
10862,RG15C4,RBG36D3,0.019701609,0.013945574,0.002193536,2.624089823,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D3,RG15C4,0.6,variable selection
10863,RG15D1,RBG36D3,0.008973032,0.010084276,0.000675866,-1.644178688,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D3,RG15D1,1,dispersal limitation
10864,RG15D2,RBG36D3,0.030796713,0.013912861,0.003112668,5.424237894,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D3,RG15D2,0.8,variable selection
10865,RG15D3,RBG36D3,0.044892216,0.019077865,0.009539147,2.706148676,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D3,RG15D3,0.7,variable selection
10866,RG15D4,RBG36D3,0.024272982,0.018049574,0.004092592,1.520651783,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D3,RG15D4,0.5,undominated processes
10867,RG28D1,RBG36D3,0.048087711,0.019547756,0.004612994,6.186861751,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D3,RG28D1,-0.3,variable selection
10868,RG28D2,RBG36D3,0.022017484,0.014672052,0.002600118,2.825038218,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D3,RG28D2,-0.2,variable selection
10869,RG28D3,RBG36D3,0.023760815,0.014493919,0.002052639,4.514624412,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D3,RG28D3,-1,variable selection
10870,RG28D4,RBG36D3,0.034753367,0.017384185,0.003675305,4.725915322,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D3,RG28D4,-0.9,variable selection
10871,RG28J1,RBG36D3,0.039452771,0.021747949,0.009455991,1.872339122,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D3,RG28J1,-0.2,undominated processes
10872,RG28J2,RBG36D3,0.047723782,0.020315814,0.003840454,7.136648554,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D3,RG28J2,-0.7,variable selection
10873,RG28J3,RBG36D3,0.027460319,0.015849183,0.003081264,3.768303173,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D3,RG28J3,0.1,variable selection
10874,RG28J4,RBG36D3,0.025941592,0.017010791,0.003404701,2.623078996,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D3,RG28J4,-0.4,variable selection
10875,RG36D1,RBG36D3,0.014378493,0.011453481,0.003692345,0.792182747,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D3,RG36D1,1,dispersal limitation
10876,RG36D2,RBG36D3,0.023352429,0.012141111,0.001861664,6.022201722,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D3,RG36D2,1,variable selection
10877,RG36D3,RBG36D3,0.034140642,0.015369085,0.003056238,6.142046553,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D3,RG36D3,1,variable selection
10878,RG36D4,RBG36D3,0.069028643,0.026611388,0.012944124,3.276950565,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D3,RG36D4,1,variable selection
10879,RG36G1,RBG36D3,0.017393107,0.012131703,0.002265257,2.322651866,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D3,RG36G1,1,variable selection
10880,RG36G2,RBG36D3,0.028675342,0.012921658,0.001964569,8.018901772,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D3,RG36G2,1,variable selection
10881,RG36G3,RBG36D3,0.018496883,0.014426168,0.003141378,1.295837451,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D3,RG36G3,1,dispersal limitation
10882,RG36G4,RBG36D3,0.034951646,0.020052225,0.005560182,2.679664277,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D3,RG36G4,1,variable selection
10883,RG5C1,RBG36D3,0.021836211,0.019765076,0.007671548,0.269976254,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D3,RG5C1,0.1,undominated processes
10884,RG5C2,RBG36D3,0.029567907,0.017881203,0.005192634,2.250630964,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D3,RG5C2,-0.7,variable selection
10885,RG5C3,RBG36D3,0.01934472,0.016382959,0.003848509,0.769586575,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D3,RG5C3,-1,homogenizing dispersal
10886,RG5C4,RBG36D3,0.03525756,0.017227046,0.002396911,7.522395852,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D3,RG5C4,-1,variable selection
10887,RG5Z1,RBG36D3,0.025750075,0.015144241,0.002995294,3.540832049,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D3,RG5Z1,-0.4,variable selection
10888,RG5Z2,RBG36D3,0.016214576,0.013500337,0.003837126,0.707362416,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D3,RG5Z2,-0.1,undominated processes
10889,RG5Z3,RBG36D3,0.03185204,0.016044816,0.003378068,4.679368568,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D3,RG5Z3,-0.3,variable selection
10890,RG5Z4,RBG36D3,0.034539321,0.017346133,0.003215695,5.346648217,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D3,RG5Z4,-0.8,variable selection
10891,RJG0C1,RBG36D3,0.035217259,0.016822784,0.008972838,2.050017382,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG0C1,0.1,variable selection
10892,RJG0C2,RBG36D3,0.022856705,0.014767825,0.003578203,2.260598353,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG0C2,0.6,variable selection
10893,RJG0C3,RBG36D3,0.068866748,0.019748563,0.008667227,5.667116158,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG0C3,0.1,variable selection
10894,RJG0C4,RBG36D3,0.035322566,0.017368873,0.008998531,1.995180289,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG0C4,0.6,undominated processes
10895,RJG15C1,RBG36D3,0.065273645,0.013670568,0.008146905,6.334071575,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15C1,1,variable selection
10896,RJG15C2,RBG36D3,0.011694411,0.009577692,0.002802694,0.755244603,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15C2,1,dispersal limitation
10897,RJG15C3,RBG36D3,0.050361241,0.013359576,0.00761008,4.862191299,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15C3,1,variable selection
10898,RJG15C4,RBG36D3,0.014255421,0.008814154,0.001537572,3.538869505,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15C4,1,variable selection
10899,RJG15D1,RBG36D3,0.006387589,0.004869496,0.001011343,1.501066218,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15D1,1,dispersal limitation
10900,RJG15D2,RBG36D3,0.045331606,0.012619647,0.00760317,4.302410307,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15D2,1,variable selection
10901,RJG15D3,RBG36D3,0.064984562,0.015579973,0.00866351,5.702606634,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15D3,1,variable selection
10902,RJG15D4,RBG36D3,0.064296146,0.014621344,0.008199973,6.057922813,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG15D4,1,variable selection
