,Sample_1,Sample_2,bMNTD,mean_bMNTD,sd_bMNTD,bNTI,Group_1,Group_2,Site1,Site2,RCb,process
1419,RJG28J3,G153,0.013979807,0.006833251,0.000690748,10.34611625,RJ.G28.JGE.RJ,G15GE.S,G153,RJG28J3,1,variable selection
1420,RJG28J4,G153,0.010461117,0.005634329,0.000632715,7.62868971,RJ.G28.JGE.RJ,G15GE.S,G153,RJG28J4,1,variable selection
1421,RJG36D1,G153,0.008234931,0.005649759,0.000378566,6.82884704,RJ.G36.DGE.RJ,G15GE.S,G153,RJG36D1,1,variable selection
1422,RJG36D2,G153,0.007749065,0.006277722,0.000346309,4.248645581,RJ.G36.DGE.RJ,G15GE.S,G153,RJG36D2,1,variable selection
1423,RJG36D3,G153,0.010951309,0.007501961,0.000516087,6.683655593,RJ.G36.DGE.RJ,G15GE.S,G153,RJG36D3,1,variable selection
1424,RJG36D4,G153,0.008566757,0.006753976,0.000476493,3.804420177,RJ.G36.DGE.RJ,G15GE.S,G153,RJG36D4,1,variable selection
1425,RJG36G1,G153,0.013542164,0.007707031,0.000474594,12.2950065,RJ.G36.GGE.RJ,G15GE.S,G153,RJG36G1,1,variable selection
1426,RJG36G2,G153,0.011092225,0.007209098,0.000488412,7.95051854,RJ.G36.GGE.RJ,G15GE.S,G153,RJG36G2,1,variable selection
1427,RJG36G3,G153,0.012149094,0.008017972,0.00057001,7.24745534,RJ.G36.GGE.RJ,G15GE.S,G153,RJG36G3,1,variable selection
1428,RJG36G4,G153,0.009498264,0.006452137,0.000468748,6.498426977,RJ.G36.GGE.RJ,G15GE.S,G153,RJG36G4,1,variable selection
1429,RJG5C1,G153,0.02923764,0.010851458,0.00173229,10.61379974,RJ.G5.CGE.RJ,G15GE.S,G153,RJG5C1,1,variable selection
1430,RJG5C2,G153,0.017637542,0.008197092,0.000763455,12.36542836,RJ.G5.CGE.RJ,G15GE.S,G153,RJG5C2,1,variable selection
1431,RJG5C3,G153,0.009528074,0.00543663,0.000340872,12.00289136,RJ.G5.CGE.RJ,G15GE.S,G153,RJG5C3,1,variable selection
1432,RJG5C4,G153,0.030710213,0.01039487,0.00085543,23.7486887,RJ.G5.CGE.RJ,G15GE.S,G153,RJG5C4,1,variable selection
1433,RJG5D1,G153,0.013170833,0.007050192,0.000475555,12.87052482,RJ.G5.DGE.RJ,G15GE.S,G153,RJG5D1,1,variable selection
1434,RJG5D2,G153,0.012224431,0.006191893,0.000486914,12.38931872,RJ.G5.DGE.RJ,G15GE.S,G153,RJG5D2,1,variable selection
1435,RJG5D3,G153,0.010834919,0.0061157,0.000403774,11.68777634,RJ.G5.DGE.RJ,G15GE.S,G153,RJG5D3,1,variable selection
1436,RJG5D4,G153,0.010801054,0.006453633,0.000583045,7.456403114,RJ.G5.DGE.RJ,G15GE.S,G153,RJG5D4,1,variable selection
1437,RJL15B1,G153,0.008658108,0.006850837,0.000479715,3.767388097,RJ.L15.BAL.RJ,G15GE.S,G153,RJL15B1,1,variable selection
1438,RJL15B2,G153,0.009100367,0.006862413,0.000543662,4.11644307,RJ.L15.BAL.RJ,G15GE.S,G153,RJL15B2,1,variable selection
1439,RJL15B3,G153,0.010336823,0.007732608,0.000549118,4.742541269,RJ.L15.BAL.RJ,G15GE.S,G153,RJL15B3,1,variable selection
1440,RJL15B4,G153,0.008511014,0.006386738,0.00054054,3.929911279,RJ.L15.BAL.RJ,G15GE.S,G153,RJL15B4,1,variable selection
1441,RJL15S1,G153,0.025073409,0.008060472,0.000630913,26.96558073,RJ.L15.SAL.RJ,G15GE.S,G153,RJL15S1,1,variable selection
1442,RJL15S2,G153,0.017168749,0.006606938,0.000525805,20.0869174,RJ.L15.SAL.RJ,G15GE.S,G153,RJL15S2,1,variable selection
1443,RJL15S3,G153,0.029214808,0.008404597,0.000904945,22.99610752,RJ.L15.SAL.RJ,G15GE.S,G153,RJL15S3,1,variable selection
1444,RJL15S4,G153,0.026600229,0.008131203,0.000686477,26.90407573,RJ.L15.SAL.RJ,G15GE.S,G153,RJL15S4,0.9,variable selection
1445,RJL25B1,G153,0.00934453,0.006459003,0.000391662,7.367397473,RJ.L25.BAL.RJ,G15GE.S,G153,RJL25B1,1,variable selection
1446,RJL25B2,G153,0.011324635,0.007759946,0.000592846,6.012845347,RJ.L25.BAL.RJ,G15GE.S,G153,RJL25B2,1,variable selection
1447,RJL25B3,G153,0.010345019,0.007596929,0.000449505,6.113593773,RJ.L25.BAL.RJ,G15GE.S,G153,RJL25B3,1,variable selection
1448,RJL25B4,G153,0.008577589,0.006466555,0.000531051,3.97519682,RJ.L25.BAL.RJ,G15GE.S,G153,RJL25B4,1,variable selection
1449,RJL25S1,G153,0.040296626,0.017251782,0.001077585,21.38563466,RJ.L25.SAL.RJ,G15GE.S,G153,RJL25S1,0.8,variable selection
1450,RJL25S2,G153,0.018838092,0.008852009,0.000442589,22.56286712,RJ.L25.SAL.RJ,G15GE.S,G153,RJL25S2,1,variable selection
1451,RJL25S3,G153,0.010720614,0.007420889,0.000610863,5.401740099,RJ.L25.SAL.RJ,G15GE.S,G153,RJL25S3,1,variable selection
1452,RJL25S4,G153,0.027958027,0.02405354,0.014149625,0.275942828,RJ.L25.SAL.RJ,G15GE.S,G153,RJL25S4,1,dispersal limitation
1453,RJL40B1,G153,0.044571774,0.011398455,0.005039908,6.582127756,RJ.L40.BAL.RJ,G15GE.S,G153,RJL40B1,1,variable selection
1454,RJL40B2,G153,0.008255568,0.006506406,0.000643143,2.719706483,RJ.L40.BAL.RJ,G15GE.S,G153,RJL40B2,1,variable selection
1455,RJL40B3,G153,0.00770968,0.006189479,0.000429492,3.539531219,RJ.L40.BAL.RJ,G15GE.S,G153,RJL40B3,1,variable selection
1456,RJL40B4,G153,0.008413154,0.006083079,0.000477398,4.880782167,RJ.L40.BAL.RJ,G15GE.S,G153,RJL40B4,1,variable selection
1457,RJL40S1,G153,0.02361494,0.009836886,0.000852614,16.15977925,RJ.L40.SAL.RJ,G15GE.S,G153,RJL40S1,0.9,variable selection
1458,RJL40S2,G153,0.020263134,0.008791848,0.000627286,18.28718371,RJ.L40.SAL.RJ,G15GE.S,G153,RJL40S2,0.8,variable selection
1459,RJL40S3,G153,0.036124638,0.010311227,0.001117958,23.08979133,RJ.L40.SAL.RJ,G15GE.S,G153,RJL40S3,0.7,variable selection
1460,RJL40S4,G153,0.024973062,0.009143857,0.000709126,22.3221371,RJ.L40.SAL.RJ,G15GE.S,G153,RJL40S4,0.9,variable selection
1461,RL15B1,G153,0.108802221,0.016259527,0.006645714,13.92517041,R.L15.BAL.R,G15GE.S,G153,RL15B1,-0.7,variable selection
1462,RL15B2,G153,0.132534927,0.018800127,0.005863476,19.39716264,R.L15.BAL.R,G15GE.S,G153,RL15B2,-0.1,variable selection
1463,RL15B3,G153,0.170641777,0.030594552,0.007226323,19.38015144,R.L15.BAL.R,G15GE.S,G153,RL15B3,0.4,variable selection
1464,RL15B4,G153,0.125099766,0.017737811,0.003779023,28.40997418,R.L15.BAL.R,G15GE.S,G153,RL15B4,0.8,variable selection
1465,RL15S1,G153,0.24361537,0.038280073,0.009262148,22.16929501,R.L15.SAL.R,G15GE.S,G153,RL15S1,0.4,variable selection
1466,RL15S2,G153,0.238459536,0.034192983,0.007898365,25.86187677,R.L15.SAL.R,G15GE.S,G153,RL15S2,0.9,variable selection
1467,RL15S3,G153,0.220181439,0.030558767,0.002929278,64.73359295,R.L15.SAL.R,G15GE.S,G153,RL15S3,-0.8,variable selection
1468,RL15S4,G153,0.171522167,0.031456316,0.003436374,40.75978039,R.L15.SAL.R,G15GE.S,G153,RL15S4,0.1,variable selection
1469,RL25B1,G153,0.235334376,0.01862055,0.005682201,38.13906696,R.L25.BAL.R,G15GE.S,G153,RL25B1,0.1,variable selection
1470,RL25B2,G153,0.351633181,0.042978034,0.008538809,36.14732898,R.L25.BAL.R,G15GE.S,G153,RL25B2,0.6,variable selection
1471,RL25B3,G153,0.204936103,0.021573174,0.004554387,40.26072432,R.L25.BAL.R,G15GE.S,G153,RL25B3,-0.8,variable selection
1472,RL25B4,G153,0.173679355,0.020582811,0.00349107,43.85376277,R.L25.BAL.R,G15GE.S,G153,RL25B4,-1,variable selection
1473,RL25S1,G153,0.079652487,0.027230152,0.001522817,34.42458468,R.L25.SAL.R,G15GE.S,G153,RL25S1,-0.5,variable selection
1474,RL25S2,G153,0.290661998,0.0371331,0.007041118,36.00690847,R.L25.SAL.R,G15GE.S,G153,RL25S2,0.9,variable selection
1475,RL25S3,G153,0.154025862,0.029477042,0.008758129,14.22093948,R.L25.SAL.R,G15GE.S,G153,RL25S3,-0.3,variable selection
1476,RL25S4,G153,0.274945654,0.037059894,0.003855968,61.69287039,R.L25.SAL.R,G15GE.S,G153,RL25S4,-0.3,variable selection
1477,RL40B1,G153,0.223582479,0.036944321,0.011980263,15.57880289,R.L40.BAL.R,G15GE.S,G153,RL40B1,0.5,variable selection
1478,RL40B2,G153,0.151737942,0.023950637,0.005525892,23.12518855,R.L40.BAL.R,G15GE.S,G153,RL40B2,-0.4,variable selection
1479,RL40B3,G153,0.199484922,0.021745811,0.006559456,27.09662409,R.L40.BAL.R,G15GE.S,G153,RL40B3,-0.5,variable selection
1480,RL40B4,G153,0.111508798,0.015225623,0.002527432,38.09525143,R.L40.BAL.R,G15GE.S,G153,RL40B4,-0.9,variable selection
1481,RL40S1,G153,0.224448766,0.032852293,0.002948313,64.9851157,R.L40.SAL.R,G15GE.S,G153,RL40S1,-0.5,variable selection
1482,RL40S2,G153,0.111218722,0.026894785,0.002131885,39.55369138,R.L40.SAL.R,G15GE.S,G153,RL40S2,-0.4,variable selection
1483,RL40S3,G153,0.170259367,0.032507593,0.002441883,56.412122,R.L40.SAL.R,G15GE.S,G153,RL40S3,-0.7,variable selection
1484,RL40S4,G153,0.307513935,0.038200687,0.004952155,54.38304107,R.L40.SAL.R,G15GE.S,G153,RL40S4,-0.1,variable selection
1485,G281,G154,0.004718257,0.004517045,0.000313728,0.641357597,G28GE.S,G15GE.S,G154,G281,1,dispersal limitation
1486,G282,G154,0.004331975,0.004370619,0.00039751,-0.097214492,G28GE.S,G15GE.S,G154,G282,1,dispersal limitation
1487,G283,G154,0.003740248,0.003518744,0.000384929,0.575441013,G28GE.S,G15GE.S,G154,G283,1,dispersal limitation
1488,G284,G154,0.005572991,0.004904688,0.000453938,1.472232925,G28GE.S,G15GE.S,G154,G284,1,dispersal limitation
1489,G361,G154,0.005763528,0.005911391,0.000670884,-0.2203997,G36GE.S,G15GE.S,G154,G361,1,dispersal limitation
1490,G362,G154,0.003489205,0.003606322,0.000276752,-0.42318204,G36GE.S,G15GE.S,G154,G362,1,dispersal limitation
1491,G363,G154,0.003704933,0.003924328,0.000315718,-0.694906725,G36GE.S,G15GE.S,G154,G363,1,dispersal limitation
1492,G364,G154,0.003817407,0.004244533,0.000285489,-1.496120762,G36GE.S,G15GE.S,G154,G364,1,dispersal limitation
1493,G51,G154,0.00450089,0.003663076,0.000287985,2.909231874,G5GE.S,G15GE.S,G154,G51,1,variable selection
1494,G52,G154,0.008586171,0.006519634,0.000756586,2.731397847,G5GE.S,G15GE.S,G154,G52,1,variable selection
1495,G53,G154,0.006531683,0.006206162,0.000538015,0.605040314,G5GE.S,G15GE.S,G154,G53,1,dispersal limitation
1496,G54,G154,0.004786832,0.003959723,0.00033215,2.490166034,G5GE.S,G15GE.S,G154,G54,1,variable selection
1497,L151,G154,0.005076882,0.004953085,0.00041225,0.30029662,L15AL.S,G15GE.S,G154,L151,1,dispersal limitation
1498,L152,G154,0.005804546,0.005901119,0.000548461,-0.176079804,L15AL.S,G15GE.S,G154,L152,1,dispersal limitation
1499,L153,G154,0.005445298,0.005202077,0.000367793,0.661296989,L15AL.S,G15GE.S,G154,L153,1,dispersal limitation
1500,L154,G154,0.015792376,0.007213247,0.001024915,8.370572849,L15AL.S,G15GE.S,G154,L154,1,variable selection
1501,L21,G154,0.006931573,0.00694468,0.000527532,-0.024846317,L2AL.S,G15GE.S,G154,L21,1,dispersal limitation
1502,L22,G154,0.007167908,0.006957932,0.000643711,0.326196116,L2AL.S,G15GE.S,G154,L22,1,dispersal limitation
1503,L23,G154,0.006526466,0.006156831,0.000585679,0.631120906,L2AL.S,G15GE.S,G154,L23,1,dispersal limitation
1504,L24,G154,0.029061308,0.024243442,0.002564658,1.878561017,L2AL.S,G15GE.S,G154,L24,1,dispersal limitation
1505,L251,G154,0.006024868,0.006106281,0.000607182,-0.134083789,L25AL.S,G15GE.S,G154,L251,1,dispersal limitation
1506,L252,G154,0.005698752,0.005169871,0.000361172,1.464348456,L25AL.S,G15GE.S,G154,L252,1,dispersal limitation
1507,L253,G154,0.006810371,0.005863924,0.000399554,2.368760377,L25AL.S,G15GE.S,G154,L253,1,variable selection
1508,L254,G154,0.004828016,0.004982795,0.000325073,-0.476137131,L25AL.S,G15GE.S,G154,L254,1,dispersal limitation
1509,L401,G154,0.005126287,0.004505685,0.000341801,1.815682802,L40AL.S,G15GE.S,G154,L401,1,dispersal limitation
1510,L402,G154,0.005274319,0.004779765,0.00032343,1.529089322,L40AL.S,G15GE.S,G154,L402,1,dispersal limitation
1511,L403,G154,0.006041597,0.004953022,0.000401447,2.711632728,L40AL.S,G15GE.S,G154,L403,1,variable selection
1512,L404,G154,0.005894031,0.005015426,0.000477697,1.839252772,L40AL.S,G15GE.S,G154,L404,1,dispersal limitation
1513,RBG0C1,G154,0.008004149,0.006938416,0.000450042,2.368071477,RB.G0.CGE.RB,G15GE.S,G154,RBG0C1,1,variable selection
1514,RBG0C2,G154,0.008382005,0.007050229,0.000383729,3.470617714,RB.G0.CGE.RB,G15GE.S,G154,RBG0C2,1,variable selection
1515,RBG0C3,G154,0.00867424,0.007008828,0.00042464,3.921936816,RB.G0.CGE.RB,G15GE.S,G154,RBG0C3,1,variable selection
1516,RBG0C4,G154,0.009643763,0.006765726,0.000592177,4.860095379,RB.G0.CGE.RB,G15GE.S,G154,RBG0C4,1,variable selection
1517,RBG15C1,G154,0.008478664,0.005829305,0.000347493,7.624212877,RB.G15.CGE.RB,G15GE.S,G154,RBG15C1,1,variable selection
1518,RBG15C2,G154,0.006865402,0.005413649,0.000354249,4.098111911,RB.G15.CGE.RB,G15GE.S,G154,RBG15C2,1,variable selection
1519,RBG15C3,G154,0.009052278,0.005747527,0.000434619,7.603785151,RB.G15.CGE.RB,G15GE.S,G154,RBG15C3,1,variable selection
1520,RBG15C4,G154,0.009542154,0.006585045,0.000514117,5.751824037,RB.G15.CGE.RB,G15GE.S,G154,RBG15C4,1,variable selection
1521,RBG15D1,G154,0.007395418,0.004909847,0.000319019,7.791294515,RB.G15.DGE.RB,G15GE.S,G154,RBG15D1,1,variable selection
1522,RBG15D2,G154,0.006535384,0.004744226,0.000411531,4.35242652,RB.G15.DGE.RB,G15GE.S,G154,RBG15D2,1,variable selection
1523,RBG15D3,G154,0.012181479,0.006963742,0.00250781,2.080595119,RB.G15.DGE.RB,G15GE.S,G154,RBG15D3,1,variable selection
1524,RBG15D4,G154,0.008924758,0.005391326,0.000551228,6.41010928,RB.G15.DGE.RB,G15GE.S,G154,RBG15D4,1,variable selection
1525,RBG28D1,G154,0.009758738,0.006305099,0.000457339,7.551592391,RB.G28.DGE.RB,G15GE.S,G154,RBG28D1,1,variable selection
1526,RBG28D2,G154,0.009139219,0.006490845,0.000471664,5.614964259,RB.G28.DGE.RB,G15GE.S,G154,RBG28D2,1,variable selection
1527,RBG28D3,G154,0.009794439,0.007743536,0.000680806,3.012463614,RB.G28.DGE.RB,G15GE.S,G154,RBG28D3,1,variable selection
1528,RBG28D4,G154,0.007801457,0.005426258,0.000518675,4.579359911,RB.G28.DGE.RB,G15GE.S,G154,RBG28D4,1,variable selection
1529,RBG28J1,G154,0.00774097,0.004806214,0.000342158,8.577201924,RB.G28.JGE.RB,G15GE.S,G154,RBG28J1,1,variable selection
1530,RBG28J2,G154,0.00785766,0.005144553,0.000372552,7.282495669,RB.G28.JGE.RB,G15GE.S,G154,RBG28J2,1,variable selection
1531,RBG28J3,G154,0.008970235,0.006258985,0.000605762,4.475768658,RB.G28.JGE.RB,G15GE.S,G154,RBG28J3,1,variable selection
1532,RBG28J4,G154,0.007797738,0.005466659,0.000370179,6.297157614,RB.G28.JGE.RB,G15GE.S,G154,RBG28J4,1,variable selection
1533,RBG36D1,G154,0.008020328,0.006156616,0.000537581,3.46684901,RB.G36.DGE.RB,G15GE.S,G154,RBG36D1,1,variable selection
1534,RBG36D2,G154,0.008798091,0.007043635,0.000507705,3.455658397,RB.G36.DGE.RB,G15GE.S,G154,RBG36D2,1,variable selection
1535,RBG36D3,G154,0.050199445,0.016883153,0.008411684,3.960715997,RB.G36.DGE.RB,G15GE.S,G154,RBG36D3,1,variable selection
1536,RBG36D4,G154,0.009903872,0.006664896,0.000455195,7.115573159,RB.G36.DGE.RB,G15GE.S,G154,RBG36D4,1,variable selection
1537,RBG36G1,G154,0.014820753,0.010637354,0.001002291,4.17383659,RB.G36.GGE.RB,G15GE.S,G154,RBG36G1,0.9,variable selection
1538,RBG36G2,G154,0.011824371,0.009104103,0.000779214,3.491042476,RB.G36.GGE.RB,G15GE.S,G154,RBG36G2,1,variable selection
1539,RBG36G3,G154,0.016141466,0.010080562,0.000580557,10.43981599,RB.G36.GGE.RB,G15GE.S,G154,RBG36G3,1,variable selection
1540,RBG36G4,G154,0.01091709,0.007860935,0.000491901,6.212947019,RB.G36.GGE.RB,G15GE.S,G154,RBG36G4,1,variable selection
1541,RBG5C1,G154,0.009193965,0.006495724,0.000452497,5.963000654,RB.G5.CGE.RB,G15GE.S,G154,RBG5C1,1,variable selection
1542,RBG5C2,G154,0.009322717,0.00764999,0.000597928,2.797538436,RB.G5.CGE.RB,G15GE.S,G154,RBG5C2,1,variable selection
1543,RBG5C3,G154,0.008790714,0.00634703,0.000411969,5.93171668,RB.G5.CGE.RB,G15GE.S,G154,RBG5C3,1,variable selection
1544,RBG5C4,G154,0.009319087,0.007629046,0.000315807,5.351493005,RB.G5.CGE.RB,G15GE.S,G154,RBG5C4,1,variable selection
1545,RBG5D1,G154,0.007713954,0.006881196,0.000686388,1.213245611,RB.G5.DGE.RB,G15GE.S,G154,RBG5D1,1,dispersal limitation
1546,RBG5D2,G154,0.00852791,0.006726809,0.000529431,3.4019586,RB.G5.DGE.RB,G15GE.S,G154,RBG5D2,1,variable selection
1547,RBG5D3,G154,0.005850808,0.00474218,0.000482442,2.297950193,RB.G5.DGE.RB,G15GE.S,G154,RBG5D3,1,variable selection
1548,RBG5D4,G154,0.006982535,0.006714963,0.000487691,0.54864977,RB.G5.DGE.RB,G15GE.S,G154,RBG5D4,1,dispersal limitation
1549,RBL15B1,G154,0.011293215,0.007464337,0.000495483,7.727571148,RB.L15.BAL.RB,G15GE.S,G154,RBL15B1,1,variable selection
1550,RBL15B2,G154,0.010514908,0.008257477,0.000437243,5.162878063,RB.L15.BAL.RB,G15GE.S,G154,RBL15B2,0.7,variable selection
1551,RBL15B3,G154,0.010611841,0.009108861,0.000652967,2.301770356,RB.L15.BAL.RB,G15GE.S,G154,RBL15B3,0.6,variable selection
1552,RBL15B4,G154,0.009258302,0.007755862,0.000536608,2.799885267,RB.L15.BAL.RB,G15GE.S,G154,RBL15B4,0.9,variable selection
1553,RBL15S1,G154,0.039383437,0.01263518,0.002580215,10.36667727,RB.L15.SAL.RB,G15GE.S,G154,RBL15S1,0.3,variable selection
1554,RBL15S2,G154,0.037696545,0.011971732,0.001747524,14.7207177,RB.L15.SAL.RB,G15GE.S,G154,RBL15S2,-0.6,variable selection
1555,RBL15S3,G154,0.037839025,0.013484144,0.001915101,12.71727995,RB.L15.SAL.RB,G15GE.S,G154,RBL15S3,-0.2,variable selection
1556,RBL15S4,G154,0.047757729,0.012913574,0.002704797,12.88235595,RB.L15.SAL.RB,G15GE.S,G154,RBL15S4,-0.4,variable selection
1557,RBL25B1,G154,0.018400622,0.011439937,0.001005884,6.919964643,RB.L25.BAL.RB,G15GE.S,G154,RBL25B1,0.9,variable selection
1558,RBL25B2,G154,0.010298212,0.008792883,0.000785046,1.917502969,RB.L25.BAL.RB,G15GE.S,G154,RBL25B2,0.7,undominated processes
1559,RBL25B3,G154,0.009533934,0.008085068,0.000593401,2.441631545,RB.L25.BAL.RB,G15GE.S,G154,RBL25B3,1,variable selection
1560,RBL25B4,G154,0.009966131,0.008216131,0.000733858,2.384656786,RB.L25.BAL.RB,G15GE.S,G154,RBL25B4,1,variable selection
1561,RBL25S1,G154,0.0225835,0.01052981,0.001072396,11.23996475,RB.L25.SAL.RB,G15GE.S,G154,RBL25S1,0.4,variable selection
1562,RBL25S2,G154,0.025211431,0.013456587,0.00123924,9.485525753,RB.L25.SAL.RB,G15GE.S,G154,RBL25S2,0.1,variable selection
1563,RBL25S3,G154,0.027411122,0.011067884,0.001258314,12.98819975,RB.L25.SAL.RB,G15GE.S,G154,RBL25S3,0.3,variable selection
1564,RBL25S4,G154,0.048457566,0.014361875,0.003020763,11.28711308,RB.L25.SAL.RB,G15GE.S,G154,RBL25S4,0.6,variable selection
1565,RBL40B1,G154,0.010254485,0.006856857,0.000532486,6.380695612,RB.L40.BAL.RB,G15GE.S,G154,RBL40B1,1,variable selection
1566,RBL40B2,G154,0.013828977,0.007324284,0.000554853,11.72326748,RB.L40.BAL.RB,G15GE.S,G154,RBL40B2,1,variable selection
1567,RBL40B3,G154,0.01309396,0.006621903,0.000416067,15.55531659,RB.L40.BAL.RB,G15GE.S,G154,RBL40B3,1,variable selection
1568,RBL40B4,G154,0.013191013,0.007211781,0.000369267,16.19216012,RB.L40.BAL.RB,G15GE.S,G154,RBL40B4,1,variable selection
1569,RBL40S1,G154,0.063743701,0.014228436,0.003905402,12.67865936,RB.L40.SAL.RB,G15GE.S,G154,RBL40S1,0.1,variable selection
1570,RBL40S2,G154,0.040912092,0.013415461,0.00220533,12.46826006,RB.L40.SAL.RB,G15GE.S,G154,RBL40S2,-0.3,variable selection
1571,RBL40S3,G154,0.078540318,0.023011307,0.009622522,5.770733518,RB.L40.SAL.RB,G15GE.S,G154,RBL40S3,-0.2,variable selection
1572,RBL40S4,G154,0.050306295,0.013312525,0.003439833,10.75452635,RB.L40.SAL.RB,G15GE.S,G154,RBL40S4,-0.1,variable selection
1573,RG0C1,G154,0.042225351,0.015275163,0.001478187,18.23191976,R.G0.CGE.R,G15GE.S,G154,RG0C1,-0.3,variable selection
1574,RG0C2,G154,0.041367878,0.017412256,0.002345631,10.21286987,R.G0.CGE.R,G15GE.S,G154,RG0C2,0.3,variable selection
1575,RG0C3,G154,0.066053412,0.019561879,0.001799838,25.83095028,R.G0.CGE.R,G15GE.S,G154,RG0C3,-0.7,variable selection
1576,RG0C4,G154,0.044202375,0.018234273,0.00157385,16.49973286,R.G0.CGE.R,G15GE.S,G154,RG0C4,-0.8,variable selection
1577,RG15C1,G154,0.095456759,0.021952421,0.002850804,25.78371853,R.G15.CGE.R,G15GE.S,G154,RG15C1,-0.5,variable selection
1578,RG15C2,G154,0.116112782,0.020484313,0.00227724,41.99313925,R.G15.CGE.R,G15GE.S,G154,RG15C2,-0.8,variable selection
1579,RG15C3,G154,0.065516968,0.01567876,0.001451184,34.34313404,R.G15.CGE.R,G15GE.S,G154,RG15C3,0.1,variable selection
1580,RG15C4,G154,0.061594257,0.018925969,0.001876485,22.73840699,R.G15.CGE.R,G15GE.S,G154,RG15C4,-0.9,variable selection
1581,RG15D1,G154,0.110943035,0.035675682,0.013244624,5.682860887,R.G15.DGE.R,G15GE.S,G154,RG15D1,0.7,variable selection
1582,RG15D2,G154,0.122929759,0.014898257,0.002892189,37.35284567,R.G15.DGE.R,G15GE.S,G154,RG15D2,0.1,variable selection
1583,RG15D3,G154,0.081851581,0.017112577,0.001928446,33.57055013,R.G15.DGE.R,G15GE.S,G154,RG15D3,-0.6,variable selection
1584,RG15D4,G154,0.074365135,0.02563241,0.005839548,8.34529037,R.G15.DGE.R,G15GE.S,G154,RG15D4,0,variable selection
1585,RG28D1,G154,0.14036845,0.016199696,0.002341782,53.02319796,R.G28.DGE.R,G15GE.S,G154,RG28D1,0.3,variable selection
1586,RG28D2,G154,0.159287077,0.014474152,0.004504043,32.15176013,R.G28.DGE.R,G15GE.S,G154,RG28D2,1,variable selection
1587,RG28D3,G154,0.112962705,0.016921744,0.002409419,39.86063798,R.G28.DGE.R,G15GE.S,G154,RG28D3,-0.5,variable selection
1588,RG28D4,G154,0.152024413,0.019191427,0.003047793,43.58333047,R.G28.DGE.R,G15GE.S,G154,RG28D4,-0.3,variable selection
1589,RG28J1,G154,0.190590469,0.018132189,0.0042448,40.62812489,R.G28.JGE.R,G15GE.S,G154,RG28J1,-0.2,variable selection
1590,RG28J2,G154,0.142590822,0.016477544,0.002617771,48.17582786,R.G28.JGE.R,G15GE.S,G154,RG28J2,0.5,variable selection
1591,RG28J3,G154,0.11623839,0.013818632,0.003477654,29.45082196,R.G28.JGE.R,G15GE.S,G154,RG28J3,0.8,variable selection
1592,RG28J4,G154,0.092635737,0.015394125,0.00201598,38.31467516,R.G28.JGE.R,G15GE.S,G154,RG28J4,0.7,variable selection
1593,RG36D1,G154,0.060852843,0.015041632,0.003065427,14.94447816,R.G36.DGE.R,G15GE.S,G154,RG36D1,0,variable selection
1594,RG36D2,G154,0.045298132,0.01358972,0.001534001,20.67039816,R.G36.DGE.R,G15GE.S,G154,RG36D2,0.2,variable selection
1595,RG36D3,G154,0.06675067,0.018598745,0.001408214,34.19362336,R.G36.DGE.R,G15GE.S,G154,RG36D3,-0.8,variable selection
1596,RG36D4,G154,0.153698977,0.019153199,0.006117846,21.99234485,R.G36.DGE.R,G15GE.S,G154,RG36D4,0.7,variable selection
1597,RG36G1,G154,0.148612941,0.021779139,0.003334308,38.03901429,R.G36.GGE.R,G15GE.S,G154,RG36G1,-0.3,variable selection
1598,RG36G2,G154,0.160071148,0.021598584,0.003777443,36.65775413,R.G36.GGE.R,G15GE.S,G154,RG36G2,-0.5,variable selection
1599,RG36G3,G154,0.150801839,0.025564235,0.003862177,32.42668662,R.G36.GGE.R,G15GE.S,G154,RG36G3,-1,variable selection
1600,RG36G4,G154,0.184229121,0.024659238,0.004985686,32.00560477,R.G36.GGE.R,G15GE.S,G154,RG36G4,-0.1,variable selection
1601,RG5C1,G154,0.131601197,0.02003911,0.003762292,29.65269058,R.G5.CGE.R,G15GE.S,G154,RG5C1,-0.2,variable selection
